,Year,temp_anomality,CO2 (ppmv),CH4_ppb,ECD3_bp
73,1940,0.6435537313389769,310.65459868969475,1052.6,84
74,1939,0.654301289005387,310.2925080520279,1004.0666666666666,85
75,1938,0.6650488466717972,311.9249176076519,955.5333333333333,86
76,1937,0.6757964043382073,307.4076931745866,907.0,87
77,1936,0.6865439620046174,307.6410279395607,966.7,88
78,1935,0.6972915196710276,307.99705656922623,1026.4,89
79,1934,0.7080390773374378,308.3530851988918,1020.0500000000001,90
80,1933,0.7187866350038479,307.49292987293285,1013.7,91
81,1931,0.729534192670258,305.7409186942765,1007.35,93
82,1930,0.7402817503366682,305.3808267142061,1001.0,94
83,1929,0.7510293080030783,305.71872737352487,994.65,95
84,1928,0.7617768656694884,308.01874186181465,988.3,96
85,1926,0.7725244233358987,304.96915678718324,981.95,98
86,1925,0.7832719810023088,304.7159146968185,975.6,99
87,1923,0.7940195386687189,304.69008130953796,962.9000000000001,101
88,1920,0.804767096335129,301.8758603769565,950.2,104
89,1919,0.8155146540015392,304.61320734820134,944.075,105
90,1918,0.8262622116679493,303.85222132002366,937.95,106
91,1916,0.8370097693343594,301.9151507114715,931.825,108
92,1915,0.8477573270007697,300.7000886560916,925.7,109
93,1913,0.8585048846671798,301.29772622272134,920.0500000000001,111
94,1912,0.8692524423335899,298.49204642863435,914.4000000000001,112
95,1911,0.88,298.10624698316605,908.75,113
96,1910,1.04,297.86910679162327,903.1,114
97,1909,1.2,301.50413540464433,896.3333333333334,115
98,1906,1.3599999999999999,298.6595593762761,889.5666666666666,118
99,1905,1.52,297.3254585964619,882.8,119
100,1904,1.6800000000000002,295.9913578166476,879.3199999999999,120
101,1903,1.84,295.8009973233111,875.8399999999999,121
102,1902,2.04,295.6106368299745,872.36,122
103,1901,2.24,294.22072160003313,868.88,123
104,1900,2.44,295.19256629988746,865.4,124
105,1899,2.64,296.1644109997418,858.0,125
106,1895,2.84,295.13084467040403,850.6,129
107,1894,3.04,294.0972783410662,846.5,130
108,1893,2.502,295.01568005219076,842.4,131
109,1890,1.964,291.6299636719514,838.3,134
110,1888,1.426,294.34178746728605,834.8333333333333,136
111,1886,0.8879999999999999,288.1157636999787,831.3666666666667,138
112,1885,0.35,289.2265988139854,827.9,139
113,1884,0.19599999999999998,289.7624132149648,824.9,140
114,1883,0.04199999999999998,292.46393479402104,821.9,141
115,1880,-0.11199999999999999,287.7707291897673,818.9,144
116,1877,-0.266,289.3281310647417,816.1,147
117,1876,-0.42,290.0714865317742,813.3,148
118,1875,-0.35285714285714287,290.8148419988068,810.5,149
119,1874,-0.2857142857142857,291.5581974658393,808.475,150
120,1873,-0.21857142857142856,286.6550967370638,806.45,151
121,1871,-0.1514285714285714,286.32578146070443,804.425,153
122,1870,-0.08428571428571424,287.9864944292303,802.4,154
123,1869,-0.017142857142857126,289.53614491302415,800.45,155
124,1868,0.05,287.9922513016967,798.5,156
125,1867,0.05,285.05229227816864,796.55,157
126,1865,0.05,286.65415816058197,794.6,159
127,1863,0.05,285.3533187571561,792.1333333333333,161
128,1862,0.05,287.17456217295097,789.6666666666667,162
129,1860,0.05,286.9038188923131,787.2,164
130,1859,0.05,286.6330756116753,784.9,165
131,1857,-0.04500000000000001,283.16210074754474,782.6,167
132,1855,-0.14,285.56557722684016,780.3,169
133,1854,-0.23500000000000004,288.05443747992655,778.75,170
134,1852,-0.33000000000000007,285.4658308627274,777.2,172
135,1851,-0.4250000000000001,286.39601471178514,775.65,173
136,1850,-0.52,286.6176260931086,774.1,174
137,1848,-0.30166666666666664,286.839237474432,772.2,176
138,1846,-0.08333333333333331,283.6198856894272,770.3,178
139,1845,0.135,283.35699787751076,768.4,179
140,1844,0.3533333333333334,281.58148260537183,766.6666666666666,180
141,1841,0.5716666666666668,283.6545457229947,764.9333333333334,183
142,1840,0.79,283.90326484367586,763.2,184
143,1837,0.522,284.151983964357,760.85,187
144,1835,0.254,283.9861881373482,758.5,189
145,1834,-0.014000000000000012,283.82039231033946,756.9666666666667,190
146,1833,-0.28200000000000003,285.0861666968484,755.4333333333333,191
147,1830,-0.55,285.4975533115512,753.9,194
148,1827,-0.6900000000000001,285.90893992625405,751.65,197
149,1825,-0.8300000000000001,281.3603652847592,749.4,199
150,1824,-0.9700000000000001,282.12809585915977,784.0,200
151,1820,-1.11,282.89582643356033,753.35,204
152,1815,-0.6133333333333333,283.6635570079609,740.0,209
153,1814,-0.11666666666666659,284.43128758236145,737.7,210
154,1810,0.38,283.8873756877094,735.4,214
155,1805,0.12,283.34346379305725,731.0,219
156,1800,-0.14,282.7995518984052,726.8,224
157,1799,-0.4,281.6019942792042,710.0,225
158,1797,-0.10999999999999999,280.40443666000317,714.3,227
159,1796,0.18000000000000005,282.3047106620081,718.6,228
160,1795,0.4700000000000001,281.61711795078935,722.9,229
161,1790,0.7600000000000001,279.4812677042621,719.5,234
162,1789,1.05,277.3454174577349,717.95,235
163,1785,0.8575,275.2095672112077,716.4,239
164,1781,0.665,273.07371696468044,714.9,243
165,1780,0.47250000000000003,280.23629818436876,713.4,244
166,1778,0.28,279.44284961558975,711.9,246
167,1775,0.030000000000000027,278.64940104681074,710.4,249
168,1774,-0.21999999999999997,277.8559524780317,708.9,250
169,1770,-0.47,277.56398238812403,707.4,254
170,1768,-0.72,277.27201229821634,717.2,256
171,1766,-0.8049999999999999,276.9800422083087,727.0,258
172,1765,-0.89,276.688072118401,704.2,259
173,1764,-0.975,276.3961020284933,703.1,260
174,1763,-1.06,277.15568662096365,702.0,261
175,1760,-1.145,277.36726524043297,700.9,264
176,1758,-1.23,277.5788438599023,699.15,266
177,1755,-0.882,277.7904224793716,697.4,269
178,1753,-0.534,278.00200109884094,696.1666666666666,271
179,1752,-0.18599999999999994,276.4573287163011,694.9333333333334,272
180,1750,0.16199999999999992,277.6000738939942,693.7,274
181,1748,0.51,277.40230543131395,696.0,276
182,1745,-0.08000000000000007,277.20453696863365,689.9,279
183,1743,-0.6700000000000002,277.00676850595335,683.0,281
184,1742,-1.2600000000000002,276.8090000432731,684.6,282
185,1740,-1.8500000000000003,277.1844856552635,686.2,284
186,1737,-2.44,277.55997126725384,684.5,287
187,1735,-1.725,277.9354568792442,682.8,289
188,1734,-1.01,278.3109424912346,681.3,290
189,1730,-0.29499999999999993,277.9865343180948,679.8,294
190,1726,0.42,277.662126144955,678.65,298
191,1725,0.504,277.3377179718152,677.5,299
192,1724,0.588,277.01330979867544,677.0333333333333,300
193,1723,0.6719999999999999,278.27011023020174,676.5666666666667,301
194,1720,0.756,278.139816038165,676.1,304
195,1716,0.84,278.0095218461283,675.8,308
196,1715,0.7966666666666666,277.87922765409155,675.5,309
197,1710,0.7533333333333333,277.7489334620548,675.7,314
198,1705,0.71,277.6186392700181,676.5,319
199,1700,0.4666666666666667,277.48834507798136,677.8,324
200,1695,0.22333333333333333,277.35805088594464,679.4,329
201,1694,-0.02,277.0135728486085,679.2,330
202,1692,-0.05,276.6690948112724,679.0,332
203,1690,-0.08,276.3246167739362,681.2,334
204,1685,-0.11000000000000001,276.43630045082153,682.9,339
205,1683,-0.14,276.5479841277068,683.2333333333333,341
206,1682,-0.4575,276.6596678045921,683.5666666666666,342
207,1680,-0.775,276.8102857735521,683.9,344
208,1675,-1.0925,276.9609037425121,684.2,349
209,1672,-1.41,277.111521711472,683.95,352
210,1670,-1.0533333333333332,277.26213968043197,683.7,354
211,1665,-0.6966666666666667,277.41275764939195,682.8,359
212,1660,-0.34,277.5633756183519,681.6,364
213,1655,-0.21500000000000002,277.71399358731185,680.2,369
214,1653,-0.09000000000000002,277.8646115562718,676.0,371
215,1650,0.034999999999999976,278.0152295252318,678.9,374
216,1648,0.16,277.57255710033604,678.4,376
217,1645,-0.29999999999999993,277.1298846754403,677.9,379
218,1640,-0.7599999999999999,276.6872122505445,677.0,384
219,1637,-1.22,275.96059976591977,676.6,387
220,1635,-1.0175,275.2339872812951,676.2,389
221,1630,-0.815,274.5073747966703,675.4,394
222,1629,-0.6124999999999999,273.78076231204557,675.0666666666666,395
223,1626,-0.41,273.33547367120946,674.7333333333333,398
224,1625,-0.45499999999999996,272.8901850303733,674.4,399
225,1620,-0.5,272.4448963895371,673.2,404
226,1615,-0.5449999999999999,271.999607748701,671.8,409
227,1614,-0.59,271.5543191078649,671.2,410
228,1610,-0.43499999999999994,271.10903046702873,670.6,414
229,1605,-0.27999999999999997,273.08780415531385,660.35,419
230,1604,-0.125,275.066577843599,663.4,420
231,1603,0.03,276.13914864994973,666.45,421
232,1600,-0.20333333333333337,277.21171945630044,669.5,424
233,1595,-0.43666666666666676,278.2842902626511,670.1,429
234,1591,-0.67,279.3568610690018,670.9000000000001,433
235,1590,-0.7160000000000001,280.23289465017143,671.7,434
236,1589,-0.762,281.10892823134105,673.0,435
237,1585,-0.808,281.4011080827923,674.3,439
238,1580,-0.8540000000000001,281.69328793424353,677.7,444
239,1579,-0.9,281.9854677856948,679.6,445
240,1575,-1.026,282.27764763714606,681.5,449
241,1574,-1.1520000000000001,282.5698274885973,683.5,450
242,1570,-1.278,282.4216702832089,685.5,454
243,1568,-1.404,282.2735130778206,684.0,456
244,1567,-1.53,282.12535587243224,686.75,457
245,1565,-1.2650000000000001,281.9771986670439,689.5,459
246,1560,-1.0,281.82904146165555,693.2,464
247,1555,-0.735,282.3959218302379,696.4,469
248,1554,-0.47,282.9628021988202,697.65,470
249,1550,-0.38249999999999995,283.5296825674026,698.9,474
250,1547,-0.295,283.58942653897884,681.0,477
251,1545,-0.20750000000000002,283.64917051055505,700.5,479
252,1542,-0.12,283.7089144821313,700.85,482
253,1540,-0.010000000000000009,283.7686584537076,701.2,484
254,1535,0.09999999999999998,283.82840242528385,701.3,489
255,1531,0.21,283.88814639686007,701.05,493
256,1530,-0.275,283.94789036843633,700.8,494
257,1525,-0.76,283.845001621338,699.9,499
258,1520,-1.245,283.7421128742397,698.7,504
259,1519,-1.73,283.63922412714135,697.9000000000001,505
260,1515,-1.1,283.53633538004306,697.1,509
261,1510,-0.47,283.4334466329447,695.3,514
262,1507,0.16,283.33055788584636,694.2,517
263,1505,0.155,283.22766913874807,693.1,519
264,1502,0.15000000000000002,283.1247803916497,691.95,522
265,1500,0.14500000000000002,282.86911896719675,690.8,524
266,1495,0.14,282.6134575427438,688.2,529
267,1491,-0.035,282.3577961182909,670.0,533
268,1490,-0.21000000000000002,282.1021346938379,685.5,534
269,1485,-0.385,281.84647326938494,683.0,539
270,1483,-0.56,281.590811844932,681.85,541
271,1480,-0.6200000000000001,281.335150420479,680.7,544
272,1475,-0.68,281.07948899602604,678.8,549
273,1472,-0.74,280.82382757157313,644.0,552
274,1471,-0.8,280.56816614712017,660.7,553
275,1470,-0.49500000000000005,280.3125047226672,677.4,554
276,1465,-0.19000000000000006,280.6953198593034,676.7,559
277,1460,0.11499999999999999,281.07813499593965,676.7,564
278,1459,0.42,281.4609501325758,676.9000000000001,565
279,1455,-0.5066666666666666,281.84376526921204,677.1,569
280,1450,-1.4333333333333333,282.22658040584827,677.7,574
281,1446,-2.36,281.8693111883411,677.95,578
282,1445,-1.9825,281.51204197083393,678.2,579
283,1440,-1.605,281.15477275332677,678.6,584
284,1435,-1.2275,280.7975035358196,678.9,589
285,1434,-0.85,280.44023431831243,679.0,590
286,1430,-0.7275,280.08296510080527,679.1,594
287,1429,-0.605,279.7256958832981,679.1,595
288,1425,-0.4825,279.72083822751006,679.1,599
289,1421,-0.36,279.715980571722,679.1,603
290,1420,-0.08999999999999997,279.71112291593397,679.1,604
291,1417,0.18000000000000005,279.706265260146,670.0,607
292,1415,0.45000000000000007,279.70140760435794,679.0,609
293,1411,0.7200000000000001,279.6965499485699,668.0,613
294,1410,0.9900000000000001,279.87012550311505,678.8,614
295,1408,1.26,280.04370105766026,678.7,616
296,1405,1.12,280.2172766122054,678.6,619
297,1400,0.98,280.39085216675056,678.4,624
298,1396,0.84,280.5644277212957,680.0,628
299,1395,0.7,280.7380032758409,678.1,629
300,1391,0.33249999999999996,280.9115788303861,677.95,633
301,1390,-0.03500000000000003,280.7154667070808,677.8,634
302,1385,-0.4025000000000001,280.51935458377557,677.6,639
303,1382,-0.77,280.3232424604703,677.45,642
304,1380,-0.22750000000000004,280.12713033716506,677.3,644
305,1375,0.31499999999999995,279.9310182138598,677.1,649
306,1370,0.8574999999999999,279.7349060905545,676.8,654
307,1369,1.4,279.53879396724926,676.65,655
308,1365,0.6433333333333332,279.342681843944,676.5,659
309,1360,-0.11333333333333351,279.1465697206387,676.2,664
310,1356,-0.87,278.95045759733347,676.0,668
311,1355,-0.858,278.7543454740282,675.8,669
312,1350,-0.846,278.55823335072296,675.3,674
313,1349,-0.8340000000000001,278.3621212274177,675.0,675
314,1345,-0.8220000000000001,279.50322563638434,674.7,679
315,1343,-0.81,280.644330045351,674.4000000000001,681
316,1340,-0.24250000000000005,281.78543445431774,674.1,684
317,1335,0.32499999999999996,282.9265388632844,673.3,689
318,1331,0.8925000000000001,284.0676432722511,672.9,693
319,1330,1.46,283.712038373194,672.5,694
320,1325,1.3,283.3564334741369,671.4,699
321,1320,1.14,283.0008285750798,670.3,704
322,1317,0.98,282.64522367602274,669.7,707
323,1315,0.8025,282.28961877696565,669.1,709
324,1310,0.625,281.93401387790857,667.9,714
325,1308,0.4475,281.5784089788515,667.3,716
326,1305,0.27,281.22872452744787,666.7,719
327,1300,-0.13999999999999996,280.87904007604425,665.5,724
328,1295,-0.5499999999999999,280.52935562464063,664.3,729
329,1291,-0.96,280.179671173237,663.75,733
330,1290,-0.9016666666666666,279.8299867218334,663.2,734
331,1285,-0.8433333333333333,279.4803022704298,662.3,739
332,1282,-0.7849999999999999,279.13061781902616,667.0,742
333,1280,-0.7266666666666667,278.78093336762254,661.5,744
334,1279,-0.6683333333333333,278.4312489162189,661.3,745
335,1277,-0.61,278.9695399359115,661.1,747
336,1275,-0.614,279.5078309556041,660.9,749
337,1272,-0.618,280.04612197529667,669.0,752
338,1270,-0.622,280.58441299498924,660.5,754
339,1265,-0.626,281.1227040146818,660.4,759
340,1263,-0.63,281.6609950343744,660.5,761
341,1260,-0.602,282.199286054067,660.6,764
342,1255,-0.574,282.3061982645551,661.1,769
343,1252,-0.546,282.41311047504325,661.5,772
344,1250,-0.518,282.51937536513174,661.9,774
345,1249,-0.49,282.6256402552202,662.5,775
346,1245,-0.6074999999999999,282.7319051453087,663.1,779
347,1240,-0.725,282.8381700353972,664.7,784
348,1235,-0.8425,282.94443492548567,666.6,789
349,1234,-0.96,283.05069981557415,667.6500000000001,790
350,1230,-1.1199999999999999,283.15696470566263,668.7,794
351,1225,-1.28,283.2632295957511,671.0,799
352,1220,-1.44,283.3694944858396,673.3,804
353,1215,-1.3516666666666666,283.4757593759281,675.6,809
354,1214,-1.2633333333333332,283.58202426601656,680.0,810
355,1211,-1.175,283.68828915610504,678.9,813
356,1210,-1.0866666666666667,283.9012279176453,677.8,814
357,1208,-0.9983333333333333,284.1141666791856,643.0,816
358,1205,-0.91,284.32710544072586,679.9,819
359,1200,-0.64,284.54004420226613,681.8,824
360,1195,-0.37,284.4762587027556,683.4,829
361,1191,-0.1,284.41247320324504,684.05,833
362,1190,-0.115,284.3486877037345,684.7,834
363,1185,-0.13,284.284902204224,685.6,839
364,1180,-0.14500000000000002,284.22111670471344,686.4,844
365,1177,-0.16,284.1573312052029,686.5999999999999,847
366,1175,-0.064,284.0935457056924,686.8,849
367,1170,0.032,284.02976020618183,687.0,854
368,1166,0.12800000000000003,283.9659747066713,687.0,858
369,1165,0.224,284.04377609850087,687.0,859
370,1164,0.32,284.12157749033037,686.95,860
371,1160,0.22333333333333333,284.1993788821599,686.9,864
372,1155,0.12666666666666665,284.2771802739894,686.5,869
373,1151,0.03,284.35498166581897,686.2,873
374,1150,0.136,284.43278305764846,685.9,874
375,1147,0.24200000000000002,284.510584449478,685.55,877
376,1145,0.3480000000000001,284.30196531860094,685.2,879
377,1140,0.45400000000000007,284.09334618772385,684.4,884
378,1137,0.56,283.88472705684677,683.95,887
379,1135,0.6866666666666666,283.67610792596975,683.5,889
380,1130,0.8133333333333332,283.46748879509266,682.5,894
381,1125,0.94,283.2588696642156,681.6,899
382,1120,0.9974999999999999,283.0502505333385,680.6,904
383,1116,1.055,282.8416314024614,680.1500000000001,908
384,1115,1.1124999999999998,282.89219677342487,679.7,909
385,1112,1.17,282.9427621443884,679.3,912
386,1110,1.28,282.99332751535184,678.9,914
387,1105,1.39,283.04389288631535,678.2,919
388,1100,1.5,283.0944582572788,677.7,924
389,1095,0.8674999999999999,283.0694540332114,677.4,929
390,1090,0.23499999999999988,283.044449809144,677.2,934
391,1089,-0.3975000000000002,283.01944558507665,664.0,935
392,1088,-1.03,282.99444136100925,670.6,936
393,1085,-0.706,282.96943713694185,677.2,939
394,1081,-0.382,282.94443291287445,647.0,943
395,1080,-0.05800000000000005,282.91942868880705,677.3,944
396,1075,0.266,282.8944244647397,677.4,949
397,1074,0.59,282.8694202406723,677.4333333333333,950
398,1071,0.08999999999999997,282.8444160166049,677.4666666666667,953
399,1070,-0.41000000000000003,282.5314707364643,677.5,954
400,1065,-0.91,282.2185254563238,677.5,959
401,1060,-1.41,281.9055801761832,677.5,964
402,1055,-0.8274999999999999,281.5926348960426,677.3,969
403,1053,-0.24499999999999988,281.2796896159021,648.0,971
404,1050,0.33750000000000013,280.9667443357615,676.9,974
405,1046,0.92,280.94988627670404,676.5999999999999,978
406,1045,0.53,280.9330282176466,676.3,979
407,1041,0.14,280.9161701585891,675.8499999999999,983
408,1040,-0.2499999999999999,280.7742300886263,675.4,984
409,1035,-0.64,280.6322900186636,674.4,989
410,1032,-1.03,280.4903499487008,673.75,992
411,1030,-0.9400000000000001,280.348409878738,673.1,994
412,1025,-0.8500000000000001,280.20646980877524,671.8,999
413,1020,-0.76,280.06452973881244,670.3,1004
414,1018,-0.67,279.7987034131486,669.5,1006
415,1015,-0.646,279.64749437629337,668.7,1009
416,1011,-0.622,279.4962853394381,640.0,1013
417,1010,-0.5980000000000001,279.34507630258287,667.1,1014
418,1004,-0.5740000000000001,279.19386726572765,636.0,1020
419,1003,-0.55,279.0426582288724,635.9090909090909,1021
420,988,-0.75,278.89144919201715,635.8181818181819,1036
421,983,-0.18500000000000005,278.7402401551619,635.7272727272727,1041
422,974,0.38,278.29588290447424,635.6363636363636,1050
423,959,-0.4,277.8515256537865,635.5454545454545,1065
424,958,-0.42000000000000004,277.4071684030988,635.4545454545455,1066
425,945,-0.44,278.08175777492465,635.3636363636364,1079
426,931,-0.95,278.7563471467505,635.2727272727273,1093
427,917,0.14,279.4309365185764,635.1818181818181,1107
428,915,0.42333333333333334,280.10552589040225,635.0909090909091,1109
429,913,0.7066666666666667,279.93425457026063,635.0,1111
430,903,0.99,279.7629832501191,634.6666666666666,1121
431,889,0.36,279.59171192997746,634.3333333333334,1135
432,876,-0.19499999999999995,279.42044060983585,634.0,1148
433,875,-0.75,279.2875343772797,633.6666666666666,1149
434,860,-0.8,279.15462814472363,633.3333333333334,1164
435,858,-0.040000000000000036,279.0217219121675,633.0,1166
436,846,0.72,278.88881567961135,635.75,1178
437,831,-0.54,278.7559094470553,638.5,1193
438,823,0.15666666666666662,278.62300321449914,641.25,1201
439,818,0.8533333333333333,278.8984272129194,644.0,1206
440,817,1.55,279.1738512113396,643.9,1207
441,803,-0.9,279.4492752097598,643.8,1221
442,794,-0.62,279.72469920818,643.7,1230
443,789,-0.34,279.5810364185565,643.6,1235
444,775,0.93,279.4373736289329,643.5,1249
445,763,0.98,279.29371083930937,643.4,1261
446,761,1.03,279.4330214197809,643.3,1263
447,748,0.88,279.57233200025246,643.2,1276
448,734,-0.54,279.711642580724,643.1,1290
449,733,-0.26,279.85095316119555,643.0,1291
450,731,0.020000000000000018,279.9902637416671,636.0,1293
451,725,0.30000000000000004,279.26743303479134,629.0,1299
452,720,0.58,278.5446023279155,631.0,1304
453,706,0.37,277.8217716210398,633.0,1318
454,702,0.32,277.098940914164,635.0,1322
455,691,0.27,277.5509499436367,635.0,1333
456,677,-0.16,278.0029589731094,635.0,1347
457,670,-0.22999999999999998,278.45496800258206,635.0,1354
458,663,-0.3,278.8326620745685,635.0,1361
459,648,1.23,279.21035614655483,635.0,1376
460,637,0.725,279.58805021854124,635.0,1387
461,634,0.22,279.015272188981,635.0,1390
462,619,0.89,278.4424941594208,635.0,1405
463,615,0.5366666666666666,277.86971612986054,635.0,1409
464,612,0.18333333333333335,277.53498039580245,635.0,1412
465,605,-0.17,277.20024466174436,642.5,1419
466,601,0.69,276.8655089276862,650.0,1423
467,591,1.55,276.53077319362814,647.8888888888889,1433
468,583,1.22,276.19603745957005,645.7777777777778,1441
469,577,0.89,276.95099082463435,643.6666666666666,1447
470,563,-0.17,277.7059441896986,641.5555555555555,1461
471,558,-0.12,278.4608975547629,639.4444444444445,1466
472,552,-0.06999999999999999,276.5590465243607,637.3333333333334,1472
473,549,-0.02,276.6166646604165,635.2222222222222,1475
474,534,-0.48,276.6742827964723,633.1111111111111,1490
475,519,-0.59,276.73190093252816,631.0,1505
476,518,-0.7,276.78951906858396,634.5,1506
477,507,-0.575,276.8949098807145,638.0,1517
478,502,-0.45,277.00030069284514,637.3333333333334,1522
479,489,0.295,277.1056915049757,636.6666666666666,1535
480,486,1.04,277.68453613891904,636.0,1538
481,471,-0.93,278.2633807728624,635.3333333333334,1553
482,455,-0.32,278.84222540680565,634.6666666666666,1569
483,440,-0.54,279.421070040749,634.0,1584
484,437,-0.405,279.9999146746923,633.3333333333334,1587
485,424,-0.27,279.7812382773803,632.6666666666666,1600
486,423,0.31499999999999995,279.56256188006824,632.0,1601
487,409,0.9,279.3438854827562,631.3333333333334,1615
488,407,0.29333333333333333,279.12520908544417,630.6666666666666,1617
489,399,-0.31333333333333335,278.49911202305054,630.0,1625
490,393,-0.92,277.873014960657,627.1428571428571,1631
491,385,-0.44,277.24691789826335,624.2857142857143,1639
492,378,0.04,277.42973786846943,621.4285714285714,1646
493,361,0.24,277.61255783867557,618.5714285714286,1663
494,358,-0.45499999999999996,277.79537780888165,615.7142857142857,1666
495,345,-1.15,278.5747300299901,612.8571428571429,1679
496,330,-0.9949999999999999,279.3540822510986,610.0,1694
497,329,-0.84,280.13343447220706,616.5,1695
498,321,-0.31666666666666665,280.9127866933155,623.0,1703
499,318,0.20666666666666667,281.692138914424,623.0,1706
500,312,0.73,281.30054938431044,623.0,1712
501,296,-0.255,280.9089598541969,623.0,1728
502,295,-1.24,280.68747063812754,623.0,1729
503,279,0.42,280.46598142205823,623.0,1745
504,275,0.40249999999999997,280.2444922059889,623.0,1749
505,273,0.385,279.27944604935317,623.0,1751
506,267,0.3675,278.31439989271746,621.4,1757
507,263,0.35,278.9592956585787,619.8,1761
508,247,-0.81,279.60419142443993,618.2,1777
509,241,-0.7266666666666667,280.24908719030117,616.6,1783
510,233,-0.6433333333333334,279.9124378037522,615.0,1791
511,230,-0.56,279.5757884172032,619.0,1794
512,224,-0.335,279.23913903065426,623.0,1800
513,213,-0.11,278.90248964410534,621.75,1811
514,195,0.1,278.5658402575564,620.5,1829
515,179,0.55,278.2291908710074,619.25,1845
516,176,-0.10333333333333328,277.89254148445843,618.0,1848
517,175,-0.7566666666666666,277.55589209790946,616.3333333333334,1849
518,162,-1.41,277.72792653994503,614.6666666666666,1862
519,157,-0.8566666666666666,277.89996098198054,613.0,1867
520,154,-0.30333333333333323,278.0719954240161,613.0,1870
